,Address,Latitude,Longitude,Flood Description,Flood Zone
31,"1012 BARKDULL ST Houston, Texas 77006",29.72869,-95.39242,AREA OF MINIMAL FLOOD HAZARD,X
32,"1012 BARTLETT ST Houston, Texas 77006",29.72794,-95.39253,AREA OF MINIMAL FLOOD HAZARD,X
33,"1012 PEDEN ST Houston, Texas 77006",29.75277,-95.39126,AREA OF MINIMAL FLOOD HAZARD,X
34,"1013 BARKDULL ST Houston, Texas 77006",29.7284,-95.39249,AREA OF MINIMAL FLOOD HAZARD,X
35,"1013 PEDEN ST Houston, Texas 77006",29.75227,-95.39125,AREA OF MINIMAL FLOOD HAZARD,X
36,"1014 BARTLETT ST Houston, Texas 77006",29.72784,-95.39254,AREA OF MINIMAL FLOOD HAZARD,X
37,"1014 PEDEN ST Houston, Texas 77006",29.75277,-95.39142,AREA OF MINIMAL FLOOD HAZARD,X
38,"1015 BARKDULL ST Houston, Texas 77006",29.72839,-95.39257,AREA OF MINIMAL FLOOD HAZARD,X
39,"1015 PEDEN ST A Houston, Texas 77006",29.75227,-95.39141,AREA OF MINIMAL FLOOD HAZARD,X
40,"1015 PEDEN ST B Houston, Texas 77006",29.75227,-95.39141,AREA OF MINIMAL FLOOD HAZARD,X
41,"1016 BARKDULL ST Houston, Texas 77006",29.72869,-95.39252,AREA OF MINIMAL FLOOD HAZARD,X
42,"1016 BARTLETT ST Houston, Texas 77006",29.72788,-95.39264,AREA OF MINIMAL FLOOD HAZARD,X
43,"1016 PEDEN ST Houston, Texas 77006",29.75276,-95.39158,AREA OF MINIMAL FLOOD HAZARD,X
44,"1017 BARKDULL ST Houston, Texas 77006",29.72839,-95.39264,AREA OF MINIMAL FLOOD HAZARD,X
45,"1017 PEDEN ST Houston, Texas 77006",29.75227,-95.39157,AREA OF MINIMAL FLOOD HAZARD,X
46,"1018 BARTLETT ST Houston, Texas 77006",29.72788,-95.39272,AREA OF MINIMAL FLOOD HAZARD,X
47,"1019 BARKDULL ST Houston, Texas 77006",29.72839,-95.39272,AREA OF MINIMAL FLOOD HAZARD,X
48,"102 DREW ST Houston, Texas 77006",29.74848,-95.38261,AREA OF MINIMAL FLOOD HAZARD,X
49,"102 OAK PL Houston, Texas 77006",29.75176,-95.37927,AREA OF MINIMAL FLOOD HAZARD,X
50,"103 TUAM ST Houston, Texas 77006",29.74819,-95.38282,AREA OF MINIMAL FLOOD HAZARD,X
51,"103 WILLARD ST Houston, Texas 77006",29.75085,-95.38412,AREA OF MINIMAL FLOOD HAZARD,X
52,"104 OAK PL Houston, Texas 77006",29.75175,-95.37946,AREA OF MINIMAL FLOOD HAZARD,X
53,"104 W DREW AVE Houston, Texas 77006",29.74976,-95.38415,AREA OF MINIMAL FLOOD HAZARD,X
54,"105 DENNIS ST Houston, Texas 77006",29.74921,-95.38196,AREA OF MINIMAL FLOOD HAZARD,X
55,"105 TUAM ST Houston, Texas 77006",29.74812,-95.38288,AREA OF MINIMAL FLOOD HAZARD,X
56,"105 WILLARD ST Houston, Texas 77006",29.75085,-95.38423,AREA OF MINIMAL FLOOD HAZARD,X
57,"106 DREW ST Houston, Texas 77006",29.74842,-95.38252,AREA OF MINIMAL FLOOD HAZARD,X
58,"106 OAK PL A Houston, Texas 77006",29.75173,-95.37962,AREA OF MINIMAL FLOOD HAZARD,X
59,"106 OAK PL B Houston, Texas 77006",29.75173,-95.37962,AREA OF MINIMAL FLOOD HAZARD,X
60,"106 W DREW ST Houston, Texas 77006",29.74976,-95.38425,AREA OF MINIMAL FLOOD HAZARD,X
61,"107 DENNIS ST Houston, Texas 77006",29.74926,-95.38191,AREA OF MINIMAL FLOOD HAZARD,X
62,"107 TUAM ST Houston, Texas 77006",29.74821,-95.38267,AREA OF MINIMAL FLOOD HAZARD,X
63,"107 WILLARD ST Houston, Texas 77006",29.75085,-95.38433,AREA OF MINIMAL FLOOD HAZARD,X
64,"108 OAK PL Houston, Texas 77006",29.75162,-95.37979,AREA OF MINIMAL FLOOD HAZARD,X
65,"108 W DREW ST Houston, Texas 77006",29.74976,-95.38435,AREA OF MINIMAL FLOOD HAZARD,X
66,"109 DENNIS ST Houston, Texas 77006",29.74933,-95.38187,AREA OF MINIMAL FLOOD HAZARD,X
67,"109 FARGO ST Houston, Texas 77006",29.74879,-95.38454,AREA OF MINIMAL FLOOD HAZARD,X
68,"109 PACIFIC ST Houston, Texas 77006",29.74676,-95.38402,AREA OF MINIMAL FLOOD HAZARD,X
69,"109 WELCH ST Houston, Texas 77006",29.75017,-95.38423,AREA OF MINIMAL FLOOD HAZARD,X
70,"11 COURTLANDT PL Houston, Texas 77006",29.74321,-95.38361,AREA OF MINIMAL FLOOD HAZARD,X
71,"11 HYDE PARK BLVD A Houston, Texas 77006",29.74708,-95.38352,AREA OF MINIMAL FLOOD HAZARD,X
72,"11 HYDE PARK BLVD B Houston, Texas 77006",29.74708,-95.38352,AREA OF MINIMAL FLOOD HAZARD,X
73,"11 HYDE PARK BLVD C Houston, Texas 77006",29.74708,-95.38352,AREA OF MINIMAL FLOOD HAZARD,X
74,"110 DREW ST Houston, Texas 77006",29.74838,-95.38244,AREA OF MINIMAL FLOOD HAZARD,X
75,"110 MCGOWEN ST Houston, Texas 77006",29.7496,-95.38157,AREA OF MINIMAL FLOOD HAZARD,X
76,"110 OAK PL Houston, Texas 77006",29.75179,-95.37979,AREA OF MINIMAL FLOOD HAZARD,X
77,"1100 RICHMOND AVE Houston, Texas 77006",29.7346,-95.39353,AREA OF MINIMAL FLOOD HAZARD,X
78,"1101 BARKDULL ST Houston, Texas 77006",29.72842,-95.39298,AREA OF MINIMAL FLOOD HAZARD,X
79,"1101 HAWTHORNE ST Houston, Texas 77006",29.74222,-95.39287,AREA OF MINIMAL FLOOD HAZARD,X
80,"1101 MISSOURI ST Houston, Texas 77006",29.74612,-95.39207,AREA OF MINIMAL FLOOD HAZARD,X
81,"1102 BARTLETT ST Houston, Texas 77006",29.72796,-95.39295,AREA OF MINIMAL FLOOD HAZARD,X
82,"1102 CALIFORNIA ST Houston, Texas 77006",29.74571,-95.3921,AREA OF MINIMAL FLOOD HAZARD,X
83,"1103 MISSOURI ST Houston, Texas 77006",29.74612,-95.39217,AREA OF MINIMAL FLOOD HAZARD,X
84,"1104 BERTHEA ST Houston, Texas 77006",29.72716,-95.39245,AREA OF MINIMAL FLOOD HAZARD,X
85,"1104 CALIFORNIA ST Houston, Texas 77006",29.7457,-95.39217,AREA OF MINIMAL FLOOD HAZARD,X
86,"1105 BOMAR ST Houston, Texas 77006",29.75154,-95.39257,AREA OF MINIMAL FLOOD HAZARD,X
87,"1105 COLQUITT ST Houston, Texas 77006",29.73507,-95.39307,AREA OF MINIMAL FLOOD HAZARD,X
88,"1105 HAWTHORNE ST Houston, Texas 77006",29.7421,-95.39302,AREA OF MINIMAL FLOOD HAZARD,X
89,"1105 MISSOURI ST Houston, Texas 77006",29.74612,-95.39226,AREA OF MINIMAL FLOOD HAZARD,X
90,"1105 W WEBSTER ST Houston, Texas 77006",29.75194,-95.37927,AREA OF MINIMAL FLOOD HAZARD,X
91,"1106 BOMAR ST Houston, Texas 77006",29.75194,-95.39258,AREA OF MINIMAL FLOOD HAZARD,X
92,"1106 CALIFORNIA ST Houston, Texas 77006",29.7457,-95.39226,AREA OF MINIMAL FLOOD HAZARD,X
93,"1106 FAIRVIEW AVE Houston, Texas 77006",29.74833,-95.39245,AREA OF MINIMAL FLOOD HAZARD,X
94,"1106 JACKSON BLVD Houston, Texas 77006",29.74925,-95.39234,AREA OF MINIMAL FLOOD HAZARD,X
95,"1106 JACKSON BLVD B Houston, Texas 77006",29.74925,-95.39234,AREA OF MINIMAL FLOOD HAZARD,X
96,"1107 BOMAR ST Houston, Texas 77006",29.75154,-95.39273,AREA OF MINIMAL FLOOD HAZARD,X
97,"1107 COLQUITT ST Houston, Texas 77006",29.73505,-95.39322,AREA OF MINIMAL FLOOD HAZARD,X
98,"1107 HAWTHORNE ST Houston, Texas 77006",29.7421,-95.3931,AREA OF MINIMAL FLOOD HAZARD,X
99,"1107 JACKSON BLVD Houston, Texas 77006",29.74858,-95.39235,AREA OF MINIMAL FLOOD HAZARD,X
100,"1107 JACKSON BLVD D Houston, Texas 77006",29.74858,-95.39235,AREA OF MINIMAL FLOOD HAZARD,X
101,"1107 MILFORD ST Houston, Texas 77006",29.72922,-95.39298,AREA OF MINIMAL FLOOD HAZARD,X
102,"1107 WILLARD ST Houston, Texas 77006",29.75088,-95.3924,AREA OF MINIMAL FLOOD HAZARD,X
103,"1108 FAIRVIEW AVE Houston, Texas 77006",29.74833,-95.39261,AREA OF MINIMAL FLOOD HAZARD,X
104,"1108 HYDE PARK BLVD Houston, Texas 77006",29.74756,-95.39243,AREA OF MINIMAL FLOOD HAZARD,X
105,"1108 JACKSON BLVD Houston, Texas 77006",29.74935,-95.39247,AREA OF MINIMAL FLOOD HAZARD,X
106,"1109 BERTHEA ST Houston, Texas 77006",29.72674,-95.39263,AREA OF MINIMAL FLOOD HAZARD,X
107,"1109 BOMAR ST Houston, Texas 77006",29.75154,-95.39289,AREA OF MINIMAL FLOOD HAZARD,X
108,"1109 HAWTHORNE ST Houston, Texas 77006",29.7421,-95.39318,AREA OF MINIMAL FLOOD HAZARD,X
109,"1109 HYDE PARK BLVD Houston, Texas 77006",29.74709,-95.39243,AREA OF MINIMAL FLOOD HAZARD,X
110,"1109 WILLARD ST Houston, Texas 77006",29.75087,-95.39256,AREA OF MINIMAL FLOOD HAZARD,X
111,"111 DENNIS ST Houston, Texas 77006",29.74938,-95.38182,AREA OF MINIMAL FLOOD HAZARD,X
112,"111 TUAM ST Houston, Texas 77006",29.74812,-95.38269,AREA OF MINIMAL FLOOD HAZARD,X
113,"111 WELCH ST Houston, Texas 77006",29.75001,-95.38452,AREA OF MINIMAL FLOOD HAZARD,X
114,"1110 AUTREY ST A Houston, Texas 77006",29.73106,-95.39257,AREA OF MINIMAL FLOOD HAZARD,X
115,"1110 AUTREY ST B Houston, Texas 77006",29.73106,-95.39257,AREA OF MINIMAL FLOOD HAZARD,X
116,"1110 AUTREY ST C Houston, Texas 77006",29.73106,-95.39257,AREA OF MINIMAL FLOOD HAZARD,X
117,"1110 BISSONNET ST Houston, Texas 77006",29.72639,-95.39228,AREA OF MINIMAL FLOOD HAZARD,X
118,"1110 BOMAR ST Houston, Texas 77006",29.75193,-95.3929,AREA OF MINIMAL FLOOD HAZARD,X
119,"1110 JACKSON BLVD Houston, Texas 77006",29.74924,-95.39246,AREA OF MINIMAL FLOOD HAZARD,X
120,"1110 MILFORD ST Houston, Texas 77006",29.72955,-95.39237,AREA OF MINIMAL FLOOD HAZARD,X
121,"1110 MISSOURI ST Houston, Texas 77006",29.74651,-95.3924,AREA OF MINIMAL FLOOD HAZARD,X
122,"1110 PEDEN ST Houston, Texas 77006",29.75274,-95.39304,AREA OF MINIMAL FLOOD HAZARD,X
123,"1110 WILLARD ST Houston, Texas 77006",29.75127,-95.39257,AREA OF MINIMAL FLOOD HAZARD,X
124,"1111 BOMAR ST Houston, Texas 77006",29.75153,-95.39305,AREA OF MINIMAL FLOOD HAZARD,X
125,"1111 HAWTHORNE ST Houston, Texas 77006",29.74216,-95.39333,AREA OF MINIMAL FLOOD HAZARD,X
126,"1111 JACKSON BLVD Houston, Texas 77006",29.74865,-95.39252,AREA OF MINIMAL FLOOD HAZARD,X
127,"1111 PEDEN ST A Houston, Texas 77006",29.75224,-95.39302,AREA OF MINIMAL FLOOD HAZARD,X
128,"1111 PEDEN ST B Houston, Texas 77006",29.75224,-95.39302,AREA OF MINIMAL FLOOD HAZARD,X
129,"1111 WELCH ST Houston, Texas 77006",29.75006,-95.39254,AREA OF MINIMAL FLOOD HAZARD,X
130,"1111 WILLARD ST Houston, Texas 77006",29.75087,-95.39272,AREA OF MINIMAL FLOOD HAZARD,X
131,"1112 AUTREY ST A Houston, Texas 77006",29.73105,-95.39277,AREA OF MINIMAL FLOOD HAZARD,X
132,"1112 AUTREY ST B Houston, Texas 77006",29.73105,-95.39277,AREA OF MINIMAL FLOOD HAZARD,X
133,"1112 AUTREY ST C Houston, Texas 77006",29.73105,-95.39277,AREA OF MINIMAL FLOOD HAZARD,X
134,"1112 AUTREY ST D Houston, Texas 77006",29.73105,-95.39277,AREA OF MINIMAL FLOOD HAZARD,X
135,"1112 BOMAR ST Houston, Texas 77006",29.75193,-95.39305,AREA OF MINIMAL FLOOD HAZARD,X
136,"1112 HYDE PARK BLVD Houston, Texas 77006",29.74746,-95.39261,AREA OF MINIMAL FLOOD HAZARD,X
137,"1112 JACKSON BLVD Houston, Texas 77006",29.74921,-95.3926,AREA OF MINIMAL FLOOD HAZARD,X
138,"1112 MILFORD ST Houston, Texas 77006",29.72955,-95.39263,AREA OF MINIMAL FLOOD HAZARD,X
139,"1112 PEDEN ST Houston, Texas 77006",29.75273,-95.39319,AREA OF MINIMAL FLOOD HAZARD,X
140,"1112 W DREW ST Houston, Texas 77006",29.74985,-95.39269,AREA OF MINIMAL FLOOD HAZARD,X
141,"1112 WELCH ST Houston, Texas 77006",29.75059,-95.39271,AREA OF MINIMAL FLOOD HAZARD,X
142,"1112 WILLARD ST Houston, Texas 77006",29.75126,-95.39272,AREA OF MINIMAL FLOOD HAZARD,X
143,"1113 BARKDULL ST Houston, Texas 77006",29.7283,-95.39317,AREA OF MINIMAL FLOOD HAZARD,X
144,"1113 HAWTHORNE ST Houston, Texas 77006",29.74209,-95.39354,AREA OF MINIMAL FLOOD HAZARD,X
145,"1113 JACKSON BLVD Houston, Texas 77006",29.74865,-95.39268,AREA OF MINIMAL FLOOD HAZARD,X
146,"1113 MILFORD ST Houston, Texas 77006",29.7291,-95.39337,AREA OF MINIMAL FLOOD HAZARD,X
147,"1113 PEDEN ST A Houston, Texas 77006",29.7523,-95.39321,AREA OF MINIMAL FLOOD HAZARD,X
148,"1113 PEDEN ST B Houston, Texas 77006",29.7523,-95.39321,AREA OF MINIMAL FLOOD HAZARD,X
149,"1113 WELCH ST Houston, Texas 77006",29.7502,-95.3927,AREA OF MINIMAL FLOOD HAZARD,X
150,"1113 WILLARD ST Houston, Texas 77006",29.75087,-95.39287,AREA OF MINIMAL FLOOD HAZARD,X
151,"1114 AUTREY ST Houston, Texas 77006",29.73116,-95.3929,AREA OF MINIMAL FLOOD HAZARD,X
152,"1114 BARKDULL ST Houston, Texas 77006",29.72876,-95.39317,AREA OF MINIMAL FLOOD HAZARD,X
153,"1114 BISSONNET ST Houston, Texas 77006",29.72635,-95.39245,AREA OF MINIMAL FLOOD HAZARD,X
154,"1114 BOMAR ST Houston, Texas 77006",29.75194,-95.39322,AREA OF MINIMAL FLOOD HAZARD,X
155,"1114 DREW ST Houston, Texas 77006",29.74985,-95.39285,AREA OF MINIMAL FLOOD HAZARD,X
156,"1114 PEDEN ST Houston, Texas 77006",29.75273,-95.39335,AREA OF MINIMAL FLOOD HAZARD,X
157,"1114 WELCH ST Houston, Texas 77006",29.75059,-95.39287,AREA OF MINIMAL FLOOD HAZARD,X
158,"1114 WILLARD ST Houston, Texas 77006",29.75127,-95.39289,AREA OF MINIMAL FLOOD HAZARD,X
159,"1115 BERTHEA ST Houston, Texas 77006",29.72676,-95.39295,AREA OF MINIMAL FLOOD HAZARD,X
160,"1115 BOMAR ST Houston, Texas 77006",29.75153,-95.3932,AREA OF MINIMAL FLOOD HAZARD,X
161,"1115 PEDEN ST Houston, Texas 77006",29.75223,-95.39334,AREA OF MINIMAL FLOOD HAZARD,X
162,"1115 W DREW ST Houston, Texas 77006",29.74953,-95.39284,AREA OF MINIMAL FLOOD HAZARD,X
163,"1115 WELCH ST Houston, Texas 77006",29.7502,-95.39286,AREA OF MINIMAL FLOOD HAZARD,X
164,"1115 WILLARD ST Houston, Texas 77006",29.75086,-95.39303,AREA OF MINIMAL FLOOD HAZARD,X
165,"1116 AUTREY ST Houston, Texas 77006",29.73116,-95.39298,AREA OF MINIMAL FLOOD HAZARD,X
166,"1116 BARKDULL ST Houston, Texas 77006",29.72875,-95.39337,AREA OF MINIMAL FLOOD HAZARD,X
167,"1116 BISSONNET ST Houston, Texas 77006",29.72635,-95.39252,AREA OF MINIMAL FLOOD HAZARD,X
168,"1116 PEDEN ST Houston, Texas 77006",29.75273,-95.39353,AREA OF MINIMAL FLOOD HAZARD,X
169,"1116 W DREW ST Houston, Texas 77006",29.74983,-95.393,AREA OF MINIMAL FLOOD HAZARD,X
170,"1116 WELCH ST Houston, Texas 77006",29.75059,-95.39302,AREA OF MINIMAL FLOOD HAZARD,X
171,"1116 WILLARD ST Houston, Texas 77006",29.75126,-95.39304,AREA OF MINIMAL FLOOD HAZARD,X
172,"1117 BANKS ST Houston, Texas 77006",29.72998,-95.3927,AREA OF MINIMAL FLOOD HAZARD,X
173,"1117 BARKDULL ST Houston, Texas 77006",29.72839,-95.39357,AREA OF MINIMAL FLOOD HAZARD,X
174,"1117 BERTHEA ST Houston, Texas 77006",29.72676,-95.3931,AREA OF MINIMAL FLOOD HAZARD,X
175,"1117 JACKSON BLVD Houston, Texas 77006",29.74865,-95.39283,AREA OF MINIMAL FLOOD HAZARD,X
176,"1117 MILFORD ST Houston, Texas 77006",29.7291,-95.39356,AREA OF MINIMAL FLOOD HAZARD,X
177,"1117 PEDEN ST Houston, Texas 77006",29.75223,-95.39352,AREA OF MINIMAL FLOOD HAZARD,X
178,"1117 W DREW ST Houston, Texas 77006",29.74952,-95.393,AREA OF MINIMAL FLOOD HAZARD,X
179,"1117 WELCH ST Houston, Texas 77006",29.75019,-95.39301,AREA OF MINIMAL FLOOD HAZARD,X
180,"1117 WILLARD ST Houston, Texas 77006",29.75086,-95.39319,AREA OF MINIMAL FLOOD HAZARD,X
181,"1118 BARKDULL ST Houston, Texas 77006",29.72875,-95.39357,AREA OF MINIMAL FLOOD HAZARD,X
182,"1118 BARTLETT ST Houston, Texas 77006",29.72795,-95.39359,AREA OF MINIMAL FLOOD HAZARD,X
183,"1118 JACKSON BLVD Houston, Texas 77006",29.74921,-95.39293,AREA OF MINIMAL FLOOD HAZARD,X
184,"1118 MILFORD ST Houston, Texas 77006",29.72954,-95.39339,AREA OF MINIMAL FLOOD HAZARD,X
185,"1118 W DREW ST Houston, Texas 77006",29.74985,-95.39317,AREA OF MINIMAL FLOOD HAZARD,X
186,"1118 WELCH ST A Houston, Texas 77006",29.75059,-95.39315,AREA OF MINIMAL FLOOD HAZARD,X
187,"1118 WELCH ST B Houston, Texas 77006",29.75059,-95.39315,AREA OF MINIMAL FLOOD HAZARD,X
188,"1118 WILLARD ST Houston, Texas 77006",29.75126,-95.3932,AREA OF MINIMAL FLOOD HAZARD,X
189,"1119 BANKS ST Houston, Texas 77006",29.72999,-95.393,AREA OF MINIMAL FLOOD HAZARD,X
190,"1119 BERTHEA ST Houston, Texas 77006",29.72676,-95.39327,AREA OF MINIMAL FLOOD HAZARD,X
191,"1119 JACKSON BLVD Houston, Texas 77006",29.74865,-95.39297,AREA OF MINIMAL FLOOD HAZARD,X
192,"1119 WELCH ST Houston, Texas 77006",29.75019,-95.39317,AREA OF MINIMAL FLOOD HAZARD,X
193,"1119 WILLARD ST Houston, Texas 77006",29.75086,-95.39334,AREA OF MINIMAL FLOOD HAZARD,X
194,"112 MCGOWEN ST Houston, Texas 77006",29.74956,-95.3815,AREA OF MINIMAL FLOOD HAZARD,X
195,"112 OAK PL Houston, Texas 77006",29.75187,-95.37979,AREA OF MINIMAL FLOOD HAZARD,X
196,"112 WELCH ST A Houston, Texas 77006",29.75044,-95.38449,AREA OF MINIMAL FLOOD HAZARD,X
197,"112 WELCH ST B Houston, Texas 77006",29.75044,-95.38449,AREA OF MINIMAL FLOOD HAZARD,X
198,"112 WELCH ST C Houston, Texas 77006",29.75044,-95.38449,AREA OF MINIMAL FLOOD HAZARD,X
199,"1120 W DREW ST Houston, Texas 77006",29.74991,-95.39332,AREA OF MINIMAL FLOOD HAZARD,X
200,"1120 WELCH ST Houston, Texas 77006",29.75058,-95.39334,AREA OF MINIMAL FLOOD HAZARD,X
201,"1120 WILLARD ST Houston, Texas 77006",29.75125,-95.39335,AREA OF MINIMAL FLOOD HAZARD,X
202,"1121 BANKS ST A Houston, Texas 77006",29.72999,-95.3932,AREA OF MINIMAL FLOOD HAZARD,X
203,"1121 BANKS ST B Houston, Texas 77006",29.72999,-95.3932,AREA OF MINIMAL FLOOD HAZARD,X
204,"1121 BERTHEA ST Houston, Texas 77006",29.72676,-95.39344,AREA OF MINIMAL FLOOD HAZARD,X
205,"1121 BOMAR ST Houston, Texas 77006",29.75153,-95.39336,AREA OF MINIMAL FLOOD HAZARD,X
206,"1121 JACKSON BLVD Houston, Texas 77006",29.74864,-95.3931,AREA OF MINIMAL FLOOD HAZARD,X
207,"1121 W GRAY ST Houston, Texas 77006",29.75283,-95.39287,AREA OF MINIMAL FLOOD HAZARD,X
208,"1121 W WEBSTER ST Houston, Texas 77006",29.75194,-95.37945,AREA OF MINIMAL FLOOD HAZARD,X
209,"1121 WELCH ST Houston, Texas 77006",29.75019,-95.39333,AREA OF MINIMAL FLOOD HAZARD,X
210,"1121 WILLARD ST Houston, Texas 77006",29.75086,-95.3935,AREA OF MINIMAL FLOOD HAZARD,X
211,"1122 BOMAR ST Houston, Texas 77006",29.75192,-95.39337,AREA OF MINIMAL FLOOD HAZARD,X
212,"1122 JACKSON BLVD Houston, Texas 77006",29.7492,-95.39324,AREA OF MINIMAL FLOOD HAZARD,X
213,"1122 MILFORD ST Houston, Texas 77006",29.72954,-95.39358,AREA OF MINIMAL FLOOD HAZARD,X
214,"1122 W DREW ST Houston, Texas 77006",29.74993,-95.39336,AREA OF MINIMAL FLOOD HAZARD,X
215,"1122 WELCH ST Houston, Texas 77006",29.75058,-95.39349,AREA OF MINIMAL FLOOD HAZARD,X
216,"1122 WILLARD ST Houston, Texas 77006",29.75125,-95.39351,AREA OF MINIMAL FLOOD HAZARD,X
217,"1123 BANKS ST A Houston, Texas 77006",29.72982,-95.3932,AREA OF MINIMAL FLOOD HAZARD,X
218,"1123 BANKS ST B Houston, Texas 77006",29.72982,-95.3932,AREA OF MINIMAL FLOOD HAZARD,X
219,"1123 BERTHEA ST Houston, Texas 77006",29.72676,-95.39359,AREA OF MINIMAL FLOOD HAZARD,X
220,"1123 BOMAR ST Houston, Texas 77006",29.75152,-95.39352,AREA OF MINIMAL FLOOD HAZARD,X
221,"1123 WELCH ST Houston, Texas 77006",29.75018,-95.39349,AREA OF MINIMAL FLOOD HAZARD,X
222,"1124 BOMAR ST Houston, Texas 77006",29.75192,-95.39353,AREA OF MINIMAL FLOOD HAZARD,X
223,"1124 JACKSON BLVD Houston, Texas 77006",29.7492,-95.39343,AREA OF MINIMAL FLOOD HAZARD,X
224,"1124 W DREW ST Houston, Texas 77006",29.74982,-95.39345,AREA OF MINIMAL FLOOD HAZARD,X
225,"1125 BANKS ST A Houston, Texas 77006",29.72998,-95.39341,AREA OF MINIMAL FLOOD HAZARD,X
226,"1125 BANKS ST B Houston, Texas 77006",29.72998,-95.39341,AREA OF MINIMAL FLOOD HAZARD,X
227,"1125 JACKSON BLVD Houston, Texas 77006",29.74864,-95.39343,AREA OF MINIMAL FLOOD HAZARD,X
228,"1126 BANKS ST Houston, Texas 77006",29.73035,-95.39339,AREA OF MINIMAL FLOOD HAZARD,X
229,"1127 BANKS ST A Houston, Texas 77006",29.72982,-95.39341,AREA OF MINIMAL FLOOD HAZARD,X
230,"1127 BANKS ST B Houston, Texas 77006",29.72982,-95.39341,AREA OF MINIMAL FLOOD HAZARD,X
231,"1128 COLQUITT ST Houston, Texas 77006",29.73552,-95.39348,AREA OF MINIMAL FLOOD HAZARD,X
232,"1129 BANKS ST Houston, Texas 77006",29.72998,-95.3936,AREA OF MINIMAL FLOOD HAZARD,X
233,"113 DENNIS ST Houston, Texas 77006",29.74944,-95.38177,AREA OF MINIMAL FLOOD HAZARD,X
